scoring_3rd,scoring_4th,pace,efg_per,tov_per,orb_per,result
21.0,26.0,97.0,0.474,16.0,28.2,0
29.0,31.0,97.0,0.522,10.5,34.1,1
24.0,29.0,96.2,0.572,16.1,36.1,1
28.0,25.0,96.2,0.484,8.0,27.5,0
24.0,27.0,95.6,0.5,11.7,26.3,0
26.0,26.0,95.6,0.608,11.5,23.1,1
32.0,20.0,86.7,0.529,9.1,29.3,1
21.0,21.0,86.7,0.453,9.7,26.2,0
28.0,21.0,88.9,0.437,16.7,49.0,0
25.0,29.0,88.9,0.595,12.0,24.2,1
36.0,17.0,84.6,0.561,10.4,30.3,1
15.0,22.0,84.6,0.441,13.1,25.6,0
16.0,25.0,85.6,0.475,13.4,34.1,0
23.0,19.0,85.6,0.532,13.7,39.4,1
29.0,16.0,90.2,0.487,15.4,25.0,0
27.0,21.0,90.2,0.476,9.5,30.2,1
21.0,27.0,85.9,0.71,14.6,11.5,1
17.0,29.0,85.9,0.493,18.8,31.4,0
22.0,33.0,89.3,0.534,16.4,28.6,0
19.0,23.0,89.3,0.552,12.6,33.3,1
25.0,21.0,87.8,0.395,12.0,39.1,0
20.0,19.0,87.8,0.459,8.6,26.0,1
32.0,31.0,89.3,0.523,9.6,31.0,1
23.0,20.0,89.3,0.537,16.5,17.1,0
17.0,23.0,84.6,0.556,9.1,31.6,0
24.0,19.0,84.6,0.568,9.8,18.8,1
16.0,28.0,96.6,0.414,14.7,32.7,0
22.0,30.0,96.6,0.474,14.9,20.0,1
19.0,23.0,87.1,0.55,12.0,26.8,0
22.0,25.0,87.1,0.544,11.2,24.3,1
23.0,20.0,95.5,0.43,9.2,21.2,0
31.0,29.0,95.5,0.592,9.2,28.9,1
13.0,18.0,95.4,0.442,17.6,16.3,0
30.0,13.0,95.4,0.494,17.9,27.9,1
27.0,26.0,90.8,0.56,12.7,27.8,1
37.0,16.0,90.8,0.439,7.9,33.3,0
20.0,34.0,87.4,0.548,9.6,15.6,1
17.0,19.0,87.4,0.47,16.3,21.1,0
25.0,21.0,86.9,0.513,12.2,23.5,0
24.0,27.0,86.9,0.555,10.5,20.6,1
29.0,26.0,93.5,0.488,12.3,42.2,1
27.0,28.0,93.5,0.524,15.0,25.7,0
29.0,21.0,83.8,0.524,7.0,34.9,1
18.0,23.0,83.8,0.494,10.6,37.2,0
20.0,33.0,90.2,0.568,16.0,37.5,0
31.0,33.0,90.2,0.617,9.8,26.3,1
17.0,20.0,89.3,0.549,16.4,22.9,0
18.0,24.0,89.3,0.447,8.8,21.3,1
24.0,19.0,93.5,0.506,13.0,7.7,0
36.0,28.0,93.5,0.622,13.9,24.3,1
21.0,20.0,84.0,0.48,10.6,22.5,0
21.0,22.0,84.0,0.583,11.4,26.3,1
31.0,17.0,83.5,0.549,11.4,7.7,1
19.0,22.0,83.5,0.487,12.2,30.2,0
26.0,16.0,90.4,0.438,12.3,27.7,0
30.0,19.0,90.4,0.535,8.5,30.4,1
24.0,26.0,91.7,0.525,13.8,22.9,0
27.0,23.0,91.7,0.512,10.6,21.7,1
31.0,29.0,94.0,0.452,8.1,29.2,0
25.0,21.0,94.0,0.495,7.7,37.0,1
30.0,28.0,87.7,0.62,14.4,29.0,1
22.0,41.0,87.7,0.519,13.3,35.0,0
24.0,22.0,87.7,0.533,16.7,18.9,0
25.0,30.0,87.7,0.468,10.0,23.3,1
24.0,18.0,99.6,0.548,19.0,11.4,0
31.0,31.0,99.6,0.58,8.5,33.3,1
26.0,22.0,95.7,0.562,16.3,20.6,0
27.0,26.0,95.7,0.512,7.8,11.8,1
21.0,33.0,85.4,0.604,8.5,23.3,1
24.0,19.0,85.4,0.556,10.5,21.4,0
25.0,28.0,85.7,0.679,17.7,12.0,0
31.0,25.0,85.7,0.596,6.2,27.0,1
21.0,20.0,90.6,0.463,13.1,17.4,0
17.0,29.0,90.6,0.494,14.3,39.6,1
28.0,24.0,82.9,0.62,14.0,19.4,1
18.0,14.0,82.9,0.567,20.9,28.0,0
20.0,17.0,88.3,0.421,6.8,22.6,0
28.0,20.0,88.3,0.462,10.1,23.3,1
21.0,27.0,82.9,0.565,11.8,22.2,1
28.0,14.0,82.9,0.553,16.8,18.9,0
23.0,26.0,90.6,0.387,12.4,45.5,0
20.0,24.0,90.6,0.556,15.7,12.9,1
16.0,22.0,91.0,0.372,12.9,33.9,0
24.0,24.0,91.0,0.457,16.2,31.7,1
29.0,18.0,94.2,0.632,17.4,25.8,1
32.0,27.0,94.2,0.404,9.9,26.5,0
28.0,18.0,90.6,0.422,11.4,20.0,0
23.0,24.0,90.6,0.506,12.9,26.8,1
20.0,31.0,92.4,0.5,17.8,31.4,0
38.0,31.0,92.4,0.608,5.6,30.2,1
32.0,20.0,94.4,0.571,16.5,34.2,1
29.0,17.0,94.4,0.479,16.0,40.8,0
20.0,17.0,85.5,0.537,13.1,24.1,1
18.0,12.0,85.5,0.438,15.9,21.1,0
29.0,24.0,98.1,0.547,16.6,30.8,1
28.0,19.0,98.1,0.425,10.5,27.1,0
19.0,19.0,96.7,0.422,12.2,18.0,0
22.0,25.0,96.7,0.5,13.5,24.0,1
12.0,16.0,92.5,0.356,13.1,20.0,0
29.0,20.0,92.5,0.462,15.5,11.4,1
25.0,32.0,91.3,0.61,13.9,24.2,1
17.0,28.0,91.3,0.5,8.9,19.0,0
29.0,27.0,88.1,0.488,12.6,36.1,1
20.0,23.0,88.1,0.479,16.1,17.5,0
30.0,17.0,89.6,0.489,9.8,22.0,0
23.0,25.0,89.6,0.427,7.3,36.0,1
27.0,17.0,88.5,0.446,10.0,22.4,0
25.0,23.0,88.5,0.537,12.0,21.4,1
25.0,18.0,89.8,0.519,10.8,23.9,1
20.0,25.0,89.8,0.5,12.4,14.0,0
22.0,23.0,96.7,0.421,12.2,31.9,1
16.0,23.0,96.7,0.438,10.0,18.9,0
18.0,23.0,82.3,0.543,20.7,32.4,1
8.0,26.0,82.3,0.335,11.7,43.4,0
27.0,16.0,87.4,0.45,12.9,26.3,0
26.0,21.0,87.4,0.451,11.1,20.5,1
28.0,25.0,82.4,0.5,12.0,40.5,1
24.0,8.0,82.4,0.389,11.8,19.1,0
23.0,22.0,88.0,0.459,7.3,18.6,0
22.0,18.0,88.0,0.493,18.0,22.2,1
25.0,24.0,90.3,0.494,12.4,25.0,1
25.0,20.0,90.3,0.47,13.3,19.4,0
21.0,17.0,87.3,0.461,13.4,17.4,0
42.0,23.0,87.3,0.528,8.9,27.3,1
32.0,24.0,92.8,0.564,13.1,29.3,1
14.0,29.0,92.8,0.646,21.7,28.0,0
29.0,24.0,94.6,0.592,11.6,25.0,1
21.0,21.0,94.6,0.429,11.3,29.2,0
33.0,25.0,97.3,0.544,8.4,21.4,1
28.0,27.0,97.3,0.483,10.7,26.1,0
24.0,16.0,86.1,0.429,15.7,33.3,0
26.0,24.0,86.1,0.578,16.4,25.0,1
21.0,21.0,88.9,0.494,14.3,31.0,0
30.0,22.0,88.9,0.519,7.9,26.8,1
27.0,31.0,101.9,0.554,15.6,25.0,0
38.0,30.0,101.9,0.601,7.7,30.2,1
30.0,11.0,85.6,0.439,9.0,24.5,0
27.0,29.0,85.6,0.566,9.2,27.5,1
13.0,28.0,94.2,0.38,14.7,20.5,0
19.0,20.0,94.2,0.513,14.5,25.0,1
23.0,23.0,95.4,0.573,22.2,32.4,0
20.0,26.0,95.4,0.47,12.3,33.3,1
29.0,28.0,95.5,0.452,11.3,18.4,0
22.0,26.0,95.5,0.469,13.9,23.7,1
18.0,19.0,94.2,0.424,13.1,22.2,0
26.0,27.0,94.2,0.519,8.9,14.0,1
19.0,25.0,93.3,0.5,14.6,27.3,0
31.0,20.0,93.3,0.584,14.0,20.0,1
18.0,19.0,92.0,0.383,12.3,35.2,0
18.0,29.0,92.0,0.399,12.3,33.3,1
21.0,18.0,84.7,0.473,11.6,20.0,0
25.0,24.0,84.7,0.596,13.9,24.2,1
21.0,20.0,88.7,0.517,12.5,28.3,1
21.0,21.0,88.7,0.52,16.3,21.6,0
21.0,25.0,86.9,0.48,11.0,22.7,0
26.0,27.0,86.9,0.548,9.7,38.1,1
31.0,29.0,88.4,0.575,5.5,41.3,1
33.0,31.0,88.4,0.635,11.9,31.3,0
35.0,21.0,91.1,0.425,13.9,34.1,1
19.0,30.0,91.1,0.469,15.3,21.4,0
25.0,15.0,93.0,0.483,11.2,28.3,1
29.0,30.0,93.0,0.488,13.9,14.6,0
25.0,21.0,92.0,0.459,14.0,20.5,1
20.0,23.0,92.0,0.401,13.0,21.3,0
24.0,21.0,86.3,0.419,7.3,15.7,0
29.0,19.0,86.3,0.478,8.8,48.0,1
27.0,20.0,87.0,0.563,8.8,10.0,1
18.0,30.0,87.0,0.488,9.5,30.2,0
16.0,19.0,100.3,0.406,9.2,11.1,0
31.0,19.0,100.3,0.484,11.4,24.0,1
21.0,24.0,96.3,0.483,16.8,27.5,0
27.0,23.0,96.3,0.465,14.2,33.3,1
31.0,10.0,88.3,0.476,15.7,34.1,0
16.0,35.0,88.3,0.43,8.3,41.9,1
20.0,26.0,94.5,0.47,14.0,19.5,0
25.0,34.0,94.5,0.551,14.5,24.3,1
17.0,18.0,84.2,0.388,10.2,23.4,0
14.0,31.0,84.2,0.494,6.2,26.7,1
13.0,24.0,93.3,0.5,19.0,12.5,0
24.0,23.0,93.3,0.477,15.5,30.4,1
28.0,28.0,91.4,0.506,12.6,24.4,0
37.0,25.0,91.4,0.688,12.2,15.6,1
23.0,22.0,90.2,0.451,9.2,21.3,1
26.0,19.0,90.2,0.437,16.6,14.3,0
26.0,22.0,87.3,0.514,12.2,25.0,1
26.0,24.0,87.3,0.494,11.9,25.0,0
21.0,37.0,93.4,0.525,4.8,12.2,1
26.0,29.0,93.4,0.506,11.4,31.7,0
20.0,21.0,91.5,0.483,9.4,25.0,1
20.0,20.0,91.5,0.435,12.1,28.0,0
26.0,23.0,93.7,0.425,12.1,24.5,0
31.0,27.0,93.7,0.488,15.1,34.0,1
26.0,23.0,93.1,0.422,8.3,25.5,0
30.0,23.0,93.1,0.643,19.2,28.6,1
21.0,29.0,97.7,0.426,9.6,25.4,0
22.0,25.0,97.7,0.505,12.4,30.5,1
34.0,31.0,97.9,0.582,9.1,23.7,1
22.0,28.0,97.9,0.46,13.3,25.5,0
27.0,25.0,91.5,0.63,15.2,21.4,1
21.0,16.0,91.5,0.518,9.6,21.4,0
25.0,37.0,95.9,0.526,15.4,31.7,0
30.0,26.0,95.9,0.612,11.2,24.3,1
23.0,34.0,93.2,0.553,20.5,32.4,1
22.0,26.0,93.2,0.519,15.2,20.5,0
23.0,23.0,92.8,0.452,5.8,21.8,0
26.0,25.0,92.8,0.506,7.2,20.0,1
36.0,20.0,100.5,0.578,15.4,23.8,1
23.0,20.0,100.5,0.482,14.4,16.3,0
28.0,22.0,102.7,0.505,15.4,25.5,0
35.0,34.0,102.7,0.541,15.0,18.6,1
23.0,26.0,87.7,0.57,13.9,26.8,1
21.0,27.0,87.7,0.468,13.5,32.7,0
22.0,22.0,95.2,0.484,15.7,26.0,0
30.0,21.0,95.2,0.511,15.5,31.3,1
20.0,20.0,96.4,0.506,20.5,23.1,0
28.0,26.0,96.4,0.59,19.3,38.5,1
15.0,18.0,86.8,0.38,5.9,25.0,1
23.0,19.0,86.8,0.385,18.8,31.9,0
23.0,25.0,92.5,0.585,13.0,34.3,1
35.0,24.0,92.5,0.55,14.9,30.8,0
33.0,26.0,94.6,0.531,7.1,31.3,0
28.0,33.0,94.6,0.606,12.0,9.4,1
25.0,26.0,91.7,0.518,12.5,22.0,0
29.0,22.0,91.7,0.634,14.4,16.7,1
14.0,39.0,88.8,0.494,11.7,25.6,1
23.0,30.0,88.8,0.458,11.0,38.0,0
26.0,25.0,91.6,0.578,13.1,21.2,1
7.0,29.0,91.6,0.443,10.3,23.3,0
24.0,27.0,96.9,0.5,12.0,19.6,0
24.0,24.0,96.9,0.584,15.6,13.8,1
22.0,23.0,86.6,0.5,16.1,27.0,0
26.0,24.0,86.6,0.486,13.1,27.5,1
27.0,19.0,88.0,0.513,10.3,23.1,0
29.0,25.0,88.0,0.639,18.5,21.4,1
26.0,23.0,96.2,0.468,10.1,24.4,1
16.0,21.0,96.2,0.42,15.0,26.5,0
15.0,26.0,91.9,0.443,11.5,18.0,0
27.0,19.0,91.9,0.488,13.4,28.9,1
17.0,23.0,84.2,0.5,7.4,27.9,1
22.0,14.0,84.2,0.446,9.8,26.7,0
20.0,20.0,97.7,0.568,25.4,16.7,0
27.0,28.0,97.7,0.53,16.5,27.5,1
28.0,35.0,94.6,0.654,12.7,20.0,1
27.0,24.0,94.6,0.452,18.2,27.9,0
28.0,31.0,101.0,0.537,18.4,28.6,0
22.0,29.0,101.0,0.58,18.4,26.5,1
32.0,24.0,103.4,0.43,12.2,27.3,0
32.0,27.0,103.4,0.62,15.4,16.7,1
18.0,25.0,93.3,0.404,7.6,19.2,0
18.0,30.0,93.3,0.418,12.4,30.8,1
23.0,16.0,96.9,0.421,12.8,21.6,0
30.0,19.0,96.9,0.557,14.6,10.5,1
19.0,26.0,84.1,0.576,8.2,25.0,1
27.0,22.0,84.1,0.431,9.5,38.5,0
20.0,20.0,87.4,0.492,25.4,35.1,0
22.0,21.0,87.4,0.494,11.2,20.0,1
17.0,26.0,91.7,0.394,17.2,31.0,0
21.0,17.0,91.7,0.488,11.7,21.7,1
27.0,28.0,88.5,0.452,7.0,20.8,0
19.0,23.0,88.5,0.476,11.6,26.3,1
21.0,24.0,94.6,0.558,18.1,30.6,0
23.0,33.0,94.6,0.505,11.9,37.7,1
22.0,28.0,86.8,0.519,8.6,8.3,0
30.0,22.0,86.8,0.628,12.1,15.4,1
31.0,16.0,84.3,0.598,17.9,28.6,1
19.0,24.0,84.3,0.483,5.0,27.1,0
30.0,35.0,91.0,0.519,15.0,36.4,1
21.0,30.0,91.0,0.507,14.7,19.0,0
21.0,26.0,91.9,0.483,11.1,29.5,0
33.0,25.0,91.9,0.548,13.1,31.6,1
22.0,27.0,105.5,0.5,12.6,18.5,0
28.0,34.0,105.5,0.594,18.4,23.7,1
25.0,31.0,100.2,0.471,13.9,40.9,1
24.0,34.0,100.2,0.48,9.1,31.0,0
22.0,25.0,91.8,0.487,10.3,7.9,1
19.0,20.0,91.8,0.44,12.6,7.3,0
24.0,28.0,94.0,0.477,13.5,27.3,0
29.0,21.0,94.0,0.484,9.0,34.0,1
28.0,25.0,85.1,0.62,14.8,25.0,1
18.0,29.0,85.1,0.432,13.7,35.7,0
22.0,29.0,104.9,0.527,13.5,19.5,0
23.0,29.0,104.9,0.532,9.5,23.9,1
28.0,17.0,94.4,0.577,16.7,26.3,1
24.0,21.0,94.4,0.449,10.1,27.5,0
20.0,20.0,85.8,0.459,15.0,11.9,0
28.0,11.0,85.8,0.513,14.1,33.3,1
18.0,33.0,101.4,0.481,20.0,27.0,0
23.0,20.0,101.4,0.531,20.2,27.5,1
22.0,29.0,93.7,0.538,12.0,10.8,0
23.0,29.0,93.7,0.562,14.8,18.4,1
21.0,24.0,89.3,0.465,8.0,17.5,0
22.0,21.0,89.3,0.519,14.8,28.6,1
25.0,23.0,89.2,0.393,16.5,45.5,0
28.0,24.0,89.2,0.549,11.2,17.5,1
29.0,29.0,99.9,0.418,9.7,33.9,0
25.0,27.0,99.9,0.548,13.6,35.7,1
26.0,20.0,94.1,0.553,14.9,25.6,1
31.0,27.0,94.1,0.488,14.8,28.9,0
21.0,19.0,87.6,0.464,12.1,18.4,0
22.0,24.0,87.6,0.422,10.3,31.5,1
13.0,19.0,82.6,0.34,11.8,30.9,0
25.0,21.0,82.6,0.429,10.6,38.8,1
27.0,19.0,90.9,0.532,12.9,22.2,0
30.0,20.0,90.9,0.615,11.3,15.4,1
29.0,24.0,92.2,0.422,11.0,30.6,0
29.0,24.0,92.2,0.478,10.9,29.6,1
23.0,27.0,86.7,0.482,11.4,35.4,1
19.0,19.0,86.7,0.433,7.8,26.5,0
16.0,33.0,94.5,0.478,10.8,28.0,1
27.0,25.0,94.5,0.463,13.7,13.6,0
24.0,34.0,96.1,0.568,11.9,25.6,1
24.0,38.0,96.1,0.5,9.9,26.7,0
24.0,28.0,99.9,0.527,10.9,18.2,1
15.0,19.0,99.9,0.462,16.1,9.8,0
21.0,20.0,91.2,0.482,12.7,19.6,0
37.0,18.0,91.2,0.575,8.9,23.7,1
